Timestamp,Value
1609462717,0.3037904
1609462717,0.2058755
1609462718,0.3413886
1609462718,0.2560414
1609462718,0.2791266
1609462718,0.2403937
1609462718,0.282145
1609462718,0.2514088
1609462718,0.28418
1609462718,0.2651078
1609462718,0.2965347
1609462718,0.2718234
1609462718,0.2821532
1609462718,0.2619995
1609462718,0.2597366
1609462718,0.2513585
1609462718,0.2578075
1609462718,0.2589746
1609462718,0.2453444
1609462718,0.2579776
1609462718,0.2605811
1609462719,0.269469
1609462719,0.2577529
1609462719,0.265313
1609462719,0.2581488
1609462719,0.267715
1609462719,0.2577996
1609462719,0.26517
1609462719,0.2610826
1609462719,0.2634192
1609462719,0.2549219
1609462719,0.2614609
1609462719,0.2535378
1609462719,0.2564613
1609462719,0.2567086
1609462719,0.2555547
1609462719,0.2606921
1609462719,0.2538318
1609462719,0.2599068
1609462719,0.2534091
1609462720,0.2587068
1609462720,0.2525471
1609462720,0.2567941
1609462720,0.2516903
1609462720,0.2549429
1609462720,0.2494006
1609462720,0.2533016
1609462720,0.2480245
1609462720,0.251482
1609462720,0.2487727
1609462720,0.2549867
1609462720,0.2515705
1609462720,0.2513701
1609462720,0.2537135
1609462720,0.2496864
1609462720,0.2534877
1609462720,0.2490406
1609462720,0.2527636
1609462720,0.2484795
1609462721,0.2522086
1609462721,0.248074
1609462721,0.2500642
1609462721,0.248269
1609462721,0.2497911
1609462721,0.2459482
1609462721,0.2495109
1609462721,0.2457869
1609462721,0.2492591
1609462721,0.2456466
1609462721,0.247916
1609462721,0.2467958
1609462721,0.2479903
1609462721,0.2508964
1609462721,0.2475059
1609462721,0.2497932
1609462721,0.2489129
1609462721,0.2528175
1609462722,0.2495763
1609462722,0.2515884
1609462722,0.2484435
1609462722,0.2504702
1609462722,0.2486733
1609462722,0.252949
1609462722,0.2499377
1609462722,0.2553875
1609462722,0.2524179
1609462722,0.2546389
1609462722,0.253558
1609462722,0.2531991
1609462722,0.2507975
1609462722,0.251433
1609462722,0.2531756
1609462722,0.2539884
1609462722,0.254621
1609462722,0.2519408
1609462722,0.2544369
1609462723,0.251955
1609462723,0.2538574
1609462723,0.2512932
1609462723,0.2542196
1609462723,0.2574311
1609462723,0.2549072
1609462723,0.2569624
1609462723,0.2544916
1609462723,0.2554445
1609462723,0.2530346
1609462723,0.2549476
1609462723,0.252587
1609462723,0.2558069
1609462723,0.2545507
1609462723,0.2544064
1609462723,0.2543653
1609462723,0.2524209
1609462723,0.2530482
1609462724,0.2529289
1609462724,0.254618
1609462724,0.2524556
1609462724,0.2537577
1609462724,0.2529388
1609462724,0.2551892
1609462724,0.2553844
1609462724,0.2532911
1609462724,0.2557916
1609462724,0.2554055
1609462724,0.2567404
1609462724,0.255387
1609462724,0.2583826
1609462724,0.2569179
1609462724,0.257656
1609462724,0.2589595
1609462724,0.2581881
1609462724,0.2594678
1609462725,0.257517
1609462725,0.2574655
1609462725,0.2562625
1609462725,0.2582889
1609462725,0.2583328
1609462725,0.2603557
1609462725,0.2584826
1609462725,0.2595716
1609462725,0.2612399
1609462725,0.2594001
1609462725,0.2594908
1609462725,0.2576888
1609462725,0.2589461
1609462725,0.2571725
1609462725,0.2562561
