Timestamp,Value
1609461640,0.2458792
1609461640,0.2467752
1609461640,0.2458843
1609461640,0.2466638
1609461640,0.2457797
1609461640,0.2460703
1609461640,0.2451946
1609461640,0.2454366
1609461640,0.2450619
1609461640,0.2448401
1609461640,0.2450046
1609461640,0.2441479
1609461640,0.2446337
1609461640,0.2437842
1609461640,0.2447866
1609461640,0.2439425
1609461640,0.2447713
1609461640,0.243933
1609461641,0.2435514
1609461641,0.2437015
1609461641,0.2428754
1609461641,0.2437047
1609461641,0.2432747
1609461641,0.2438538
1609461641,0.2430382
1609461641,0.2425396
1609461641,0.242411
1609461641,0.2416084
1609461641,0.2421966
1609461641,0.2413999
1609461641,0.2423971
1609461641,0.2416603
1609461641,0.2431673
1609461641,0.2423778
1609461641,0.2427147
1609461641,0.2429559
1609461642,0.2422472
1609461642,0.2426356
1609461642,0.242195
1609461642,0.2430226
1609461642,0.2422511
1609461642,0.2425376
1609461642,0.2417725
1609461642,0.2413264
1609461642,0.2412822
1609461642,0.2405282
1609461642,0.2401956
1609461642,0.2407133
1609461642,0.2407714
1609461642,0.2414684
1609461642,0.2410055
1609461642,0.2416901
1609461642,0.240951
1609461642,0.2408157
1609461643,0.2410904
1609461643,0.2403598
1609461643,0.2413305
1609461643,0.2406036
1609461643,0.2416959
1609461643,0.2409723
1609461643,0.2421149
1609461643,0.2413943
1609461643,0.2415054
1609461643,0.2419304
1609461643,0.24178
1609461643,0.2424767
1609461643,0.2423895
1609461643,0.2419564
1609461643,0.2425197
1609461643,0.2421965
1609461643,0.2434869
1609461643,0.2427832
1609461644,0.2433051
1609461644,0.242606
1609461644,0.2421763
1609461644,0.2423846
1609461644,0.241694
1609461644,0.2417835
1609461644,0.2410985
1609461644,0.2419676
1609461644,0.241286
1609461644,0.2413394
1609461644,0.2420403
1609461644,0.2416275
1609461644,0.2424628
1609461644,0.2417894
1609461644,0.2412178
1609461644,0.241847
1609461644,0.2414937
1609461645,0.2422405
1609461645,0.2415768
1609461645,0.2423237
1609461645,0.2424999
1609461645,0.2425308
1609461645,0.24264
1609461645,0.2424458
1609461645,0.2432845
1609461645,0.2426305
1609461645,0.24295
1609461645,0.2423004
1609461645,0.2421807
1609461645,0.2426918
1609461645,0.242048
1609461645,0.2426271
1609461645,0.241987
1609461645,0.2431782
1609461645,0.2436567
1609461646,0.2430863
1609461646,0.2438613
1609461646,0.2432263
1609461646,0.2438922
1609461646,0.2440578
1609461646,0.2440352
1609461646,0.2444675
1609461646,0.2440089
1609461646,0.2452242
1609461646,0.2448299
1609461646,0.245155
1609461646,0.2451443
1609461646,0.245287
1609461646,0.245835
1609461646,0.2452143
1609461646,0.245847
1609461646,0.2452293
1609461646,0.2463455
1609461646,0.2461345
1609461647,0.2463044
1609461647,0.2458601
1609461647,0.2461937
1609461647,0.2455843
1609461647,0.2463449
1609461647,0.2461846
1609461647,0.2466846
1609461647,0.2460799
1609461647,0.2464476
1609461647,0.2463674
1609461647,0.2457679
1609461647,0.2462354
1609461647,0.2456392
1609461647,0.2460327
1609461647,0.2454398
1609461647,0.245334
1609461647,0.2453873
1609461647,0.2450084
1609461648,0.2454449
1609461648,0.2451233
1609461648,0.2446387
1609461648,0.2452925
1609461648,0.244766
1609461648,0.2441887
1609461648,0.2437355
1609461648,0.2437951
1609461648,0.2442282
1609461648,0.2436933
1609461648,0.2441228
1609461648,0.2436356
1609461648,0.2437602
1609461648,0.2431959
1609461648,0.2430902
1609461648,0.2430054
1609461648,0.2426245
1609461648,0.2430292
1609461649,0.2427165
1609461649,0.2431319
1609461649,0.2428424
1609461649,0.2427006
1609461649,0.2421503
1609461649,0.2429187
1609461649,0.2426868
1609461649,0.2423598
1609461649,0.2431262
1609461649,0.2426064
1609461649,0.2434463
1609461649,0.2429029
1609461649,0.2434334
1609461649,0.2429479
1609461649,0.2431149
1609461649,0.2430727
1609461649,0.2425361
1609461649,0.2430474
1609461650,0.243002
1609461650,0.2435348
1609461650,0.2433016
1609461650,0.2436659
1609461650,0.244011
1609461650,0.2436452
1609461650,0.243877
1609461650,0.2442684
1609461650,0.2437408
1609461650,0.2440699
1609461650,0.243545
1609461650,0.2443816
1609461650,0.2438584
1609461650,0.2439675
1609461650,0.2440813
1609461650,0.2437368
1609461650,0.2439413
1609461651,0.2434244
1609461651,0.2439031
1609461651,0.2435874
1609461651,0.2434579
1609461651,0.2438013
1609461651,0.2436567
1609461651,0.2440691
1609461651,0.2438035
1609461651,0.2443516
1609461651,0.2448672
1609461651,0.2446734
1609461651,0.2451145
1609461651,0.2446081
1609461651,0.2450641
1609461651,0.245107
1609461651,0.2449942
1609461651,0.2454169
1609461651,0.2454489
1609461652,0.2459561
1609461652,0.2454552
1609461652,0.2457048
1609461652,0.2457818
1609461652,0.2452842
1609461652,0.2457004
1609461652,0.2453025
1609461652,0.2455936
1609461652,0.2455794
1609461652,0.2458107
1609461652,0.2462571
1609461652,0.2464861
1609461652,0.2459951
1609461652,0.2466066
1609461652,0.2461173
1609461652,0.2467725
1609461652,0.2463692
1609461653,0.2462233
1609461653,0.2463351
1609461653,0.2459746
1609461653,0.2465604
1609461653,0.2462103
1609461653,0.2465431
1609461653,0.2462447
1609461653,0.2460698
1609461653,0.2464072
1609461653,0.2459297
1609461653,0.2465014
1609461653,0.2460255
1609461653,0.2465918
1609461653,0.246804
1609461653,0.2463303
1609461653,0.2463725
1609461653,0.2464607
1609461653,0.2460473
1609461654,0.246541
1609461654,0.2460922
1609461654,0.2460305
1609461654,0.2455645
1609461654,0.2451003
1609461654,0.2455835
1609461654,0.2454655
1609461654,0.2462008
1609461654,0.2458281
1609461654,0.2466474
1609461654,0.2466488
1609461654,0.246384
1609461654,0.24665
1609461654,0.2461915
1609461654,0.2467469
1609461654,0.2462899
1609461654,0.2458347
1609461654,0.2461408
1609461655,0.2458849
1609461655,0.2454329
